0,0,15,144,589,1053,1078,556,187,34,2,0,0
0,0,26,145,502,862,770,325,65,9,0,0,0
0,0,25,118,326,393,255,104,21,0,0,0,0
0,1,14,98,242,340,203,89,14,1,0,0,0
0,0,12,56,140,168,86,12,1,0,0,0,0
0,1,11,57,123,181,97,23,3,0,0,0,0
0,2,6,36,101,71,30,0,0,0,0,0,0
0,0,8,35,89,83,43,22,7,1,0,0,0
0,3,9,23,51,61,17,5,0,0,0,0,0
0,0,10,33,57,34,16,6,0,0,0,0,0
0,0,6,28,39,22,11,1,1,0,0,0,0
0,2,4,30,39,35,17,9,1,0,0,0,0
0,2,2,20,31,9,5,1,0,0,0,0,0
0,0,6,23,25,24,10,0,0,0,0,0,0
0,0,2,16,28,12,3,0,0,0,0,0,0
0,0,3,15,24,11,7,5,3,1,0,0,0
0,1,9,14,16,9,3,0,0,0,0,0,0
0,1,3,9,6,10,7,1,0,0,0,0,0
0,0,6,12,16,6,2,0,0,0,0,0,0
0,0,1,11,18,11,1,0,0,0,0,0,0
0,3,4,8,10,3,1,0,0,0,0,0,0
0,1,6,10,7,2,1,0,0,0,0,0,0
0,1,5,8,6,2,0,0,0,0,0,0,0
0,0,2,8,7,6,3,0,0,0,0,0,0
0,0,5,5,5,1,1,0,0,0,0,0,0
0,1,0,8,5,3,1,0,0,0,0,0,0
0,1,2,6,5,4,0,0,0,0,0,0,0
0,1,1,10,2,1,1,0,0,0,0,0,0
0,0,1,4,5,0,0,0,0,0,0,0,0
0,0,0,4,3,1,4,0,0,0,0,0,0
0,0,3,1,7,1,0,0,0,0,0,0,0
0,0,2,4,6,2,0,0,0,0,0,0,0
0,0,1,3,3,3,1,0,0,0,0,0,0
0,0,2,3,0,4,0,0,0,0,0,0,0
0,0,1,1,2,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,2,1,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,4,2,0,0,0,0,0,0,0,0
0,0,0,0,1,3,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,0
0,1,2,0,0,1,0,0,0,0,0,0,0
0,0,1,0,3,1,0,0,0,0,0,0,0
0,0,0,0,2,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,1,2,2,0,0,0,0,0,0,0
0,0,2,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
